"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65"
"consent_received.food_security.main_income.non_agricultural",1,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,0,1,1,2,1,2,2,1,2,1,1,1,2,0,1,2,1,1,1,2,2,1
"consent_received.food_security.main_income.agricultural",2,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,0,1,1,1,1,2,1,1,1,2,1,1,2,0,2,2,1,1,1,1,2,1
"consent_received.food_security.main_income.domestic",1,1,1,2,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,0,1,1,1,1,2,2,2,2,2,1,1,2,0,1,1,2,1,2,2,2,1
"consent_received.food_security.main_income.petty_trade",1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,2,1
"consent_received.food_security.main_income.small_business",2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,0,1,2,1,2,2,1,2,2,2,1,1,2,0,2,1,1,1,1,2,2,1
"consent_received.food_security.main_income.large_business",1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1
"consent_received.food_security.main_income.skilled_labour",1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,0,2,2,2,2,2,2,2,2,2,1,1,2,0,2,2,2,1,1,2,2,1
"consent_received.food_security.main_income.fishing",1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,0,1,1,1,1,1,1,2,2,1,1,1,2,0,1,1,1,1,1,1,2,1
"consent_received.food_security.main_income.remittances",1,1,2,1,2,2,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,2,2,1,1,0,1,1,1,2,2,1,2,1,1,1,1,1,0,1,2,1,1,1,1,2,1
"consent_received.food_security.main_income.handicrafts",1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,0,1,1,1,2,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.food_security.main_income.agricultural_production_sale",2,2,1,1,1,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,1,0,1,2,1,2,1,1,2,2,1,1,1,1,0,1,1,2,1,1,1,2,1
"consent_received.food_security.main_income.livestock_rearing",1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1
"consent_received.food_security.main_income.savings",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.food_security.main_income.begging",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.food_security.main_income.food",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.food_security.main_income.other_cash_assistance",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.food_security.main_income.sale_assistance",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.food_security.main_income.assistance_relative_friends",1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,1,1,1,2,1,1,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1
"consent_received.food_security.main_income.gather_sell_firewood",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1
"consent_received.food_security.main_income.zakat",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.food_security.main_income.other",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.food_security.main_income.none",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1
"consent_received.food_security.main_income_other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consent_received.food_security.hh_econ_status",2,2,2,4,4,6,5,3,3,4,5,2,3,4,4,4,3,3,4,2,4,4,4,4,2,2,1,6,4,4,4,3,3,5,5,5,4,5,4,5,5,4,2,1,3,2,2,4,4,1,3,2,3,2,2,4,1,3,3,3,1,3,5,4,2
"consent_received.food_security.hh_living_standard",2,2,1,3,3,4,3,4,3,3,4,3,3,4,2,4,3,4,3,2,2,3,2,3,2,2,1,4,3,4,3,3,2,4,4,3,3,3,3,3,3,3,2,1,3,2,2,3,3,1,2,2,4,2,2,3,1,3,2,2,1,3,3,4,2
"consent_received.food_security.hh_spending",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consent_received.food_security.spend_food",1,2,2,5,4,6,6,6,3,3,6,5,4,6,6,6,3,4,5,2,3,2,5,7,1,4,6,5,4,5,5,2,4,5,5,5,6,6,4,5,5,4,1,0,4,3,2,3,3,2,5,4,4,1,1,4,0,2,3,2,1,1,6,8,1
"consent_received.food_security.spend_medication",2,1,2,5,5,6,4,6,3,4,5,5,4,7,7,5,3,5,5,2,5,4,6,7,1,3,4,4,5,6,6,3,5,4,5,6,6,8,3,5,8,5,2,0,4,5,2,3,8,1,5,2,3,1,1,6,0,2,4,3,1,2,7,8,1
"consent_received.food_security.spend_education",2,2,2,4,5,8,4,4,3,4,6,5,4,3,6,6,3,6,6,1,5,4,6,7,1,4,6,5,6,7,5,3,6,5,5,5,6,6,2,4,7,5,2,0,3,4,2,4,4,2,6,3,3,1,1,7,0,2,3,2,1,2,4,9,1
"consent_received.food_security.spend_fix_shelter",1,2,1,2,1,1,1,2,1,2,2,1,1,1,2,1,1,3,1,1,1,2,3,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,0,1,3,2,1,3,1,5,5,1,1,1,1,0,1,2,2,1,2,3,1,1
"consent_received.food_security.spend_clothing",2,2,2,4,2,6,4,5,3,3,5,4,4,5,3,4,2,5,3,1,1,3,2,4,1,2,6,4,3,3,3,2,5,5,5,3,5,3,4,3,6,3,2,0,4,1,1,2,5,2,3,2,3,1,1,5,0,1,4,2,1,2,3,2,1
"consent_received.food_security.spend_hygiene",2,2,2,5,2,4,5,5,3,4,6,5,3,5,3,7,3,2,4,2,3,4,5,6,1,4,2,2,5,3,3,3,5,4,5,5,7,5,4,4,5,4,2,0,4,5,1,3,4,2,2,3,4,1,1,4,0,2,3,2,1,2,5,8,1
"consent_received.food_security.spend_fuel",2,2,2,3,5,5,4,7,4,4,4,3,3,5,5,7,2,6,4,2,3,3,4,7,1,2,6,4,5,4,4,3,4,4,5,7,3,5,4,5,7,5,2,0,3,4,2,6,5,2,5,3,4,1,1,4,0,2,3,3,1,2,4,4,1
"consent_received.food_security.spend_hh_items",2,2,2,2,1,2,4,6,1,2,2,2,4,4,3,2,2,2,1,1,1,1,1,2,1,1,4,3,3,4,1,1,2,2,3,3,4,2,3,1,4,2,1,0,1,1,1,1,2,2,5,3,1,1,1,4,0,2,1,1,1,1,3,3,1
"consent_received.food_security.spend_transport",2,1,1,4,4,7,5,8,3,3,4,2,3,7,6,8,3,5,4,1,4,4,4,7,1,4,7,2,3,6,5,3,5,5,6,6,7,5,3,5,6,5,2,0,4,5,2,5,5,2,3,3,4,1,1,4,0,2,3,3,1,2,5,6,1
"consent_received.food_security.spend_communication",2,2,2,4,3,8,6,7,4,4,6,5,2,5,4,9,2,5,4,2,4,3,4,6,1,3,6,4,5,5,4,3,6,4,6,6,8,6,5,3,5,5,2,0,3,3,2,4,5,2,6,3,3,1,1,5,0,2,4,3,1,2,6,7,1
"consent_received.food_security.spend_tobacco",2,2,2,5,3,5,4,6,2,3,5,4,3,5,4,6,1,5,4,2,3,3,4,8,1,3,4,4,6,6,3,2,4,6,6,5,1,5,5,2,4,4,2,0,4,5,2,4,2,2,5,3,4,1,1,3,0,2,4,2,1,2,6,6,1
"consent_received.food_security.spend_rent",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1
"consent_received.food_security.spend_debts",1,2,2,2,2,3,2,3,1,3,1,1,2,1,1,2,1,5,1,1,2,1,2,1,1,1,1,2,2,3,3,3,3,3,2,4,1,1,1,2,2,1,1,0,1,1,1,1,5,2,4,2,1,1,1,3,0,1,1,2,1,2,6,5,1
"consent_received.food_security.spend_other",2,2,1,1,1,3,2,3,1,2,2,2,1,1,3,4,1,2,1,1,3,1,2,1,1,2,5,1,2,2,3,1,3,1,1,5,4,1,4,1,2,1,1,0,1,2,2,1,2,2,1,4,1,1,1,1,0,1,1,2,1,2,3,1,1
"consent_received.food_security.work_outside_country",1,1,2,3,2,3,3,2,3,3,3,3,2,3,2,3,2,2,2,2,3,2,3,2,2,2,2,2,3,2,3,2,3,3,3,3,2,3,2,2,2,3,1,1,2,2,2,3,3,2,2,3,3,2,2,3,1,2,2,3,1,2,3,3,2
"consent_received.food_security.study_outside_country",2,1,1,3,2,2,2,2,2,3,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2,2,3,2,2,3,2,2,1,3,2,2,3,3,2,1,4,2,2,2,3,1,2,2,2,1,2,2,3,2
"consent_received.food_security.marry_outside_country",1,2,1,2,2,2,2,2,2,3,2,2,3,3,2,3,2,2,3,2,2,3,2,2,2,2,2,2,3,2,3,2,3,2,3,3,2,3,2,2,2,3,1,1,3,2,2,3,2,1,3,4,2,2,2,3,1,2,2,2,1,2,2,3,2
"consent_received.food_security.return_outside_country",1,1,1,2,3,2,2,1,3,3,2,4,2,3,3,3,2,2,2,2,3,3,3,2,2,1,2,3,3,2,3,2,3,2,3,3,2,3,2,2,2,2,1,1,4,3,2,2,3,1,3,3,4,2,2,3,1,2,3,3,1,2,3,3,2
"consent_received.food_security.forced_work_outside_country",1,2,1,2,3,2,3,2,2,3,3,2,3,3,2,3,2,2,2,2,3,2,3,2,2,1,1,2,3,2,3,2,3,2,3,3,2,3,3,3,2,3,1,1,3,3,2,3,2,2,3,4,3,2,2,3,1,2,3,2,1,2,2,4,2
"consent_received.food_security.never_heard_back",2,1,1,2,2,2,2,1,3,3,2,2,2,2,3,2,2,3,3,2,2,3,3,2,2,2,2,3,3,2,3,2,3,2,3,2,2,3,2,3,2,2,1,1,3,2,2,3,3,1,2,3,2,2,2,3,1,2,3,2,1,2,3,3,2
"consent_received.health.health_access",1,1,2,3,3,3,3,2,3,3,2,3,2,3,3,3,3,2,3,2,3,2,3,2,2,2,1,3,3,3,3,3,2,3,3,3,2,3,2,2,2,3,2,1,3,2,2,2,2,2,2,2,3,2,2,3,1,2,3,3,1,3,3,3,2
"consent_received.health.health_access_barriers",1,1,2,3,5,2,5,4,2,3,8,2,1,2,4,3,2,5,5,1,3,1,6,1,1,3,1,3,4,4,2,3,1,3,2,2,1,4,6,1,1,4,2,1,4,1,1,4,1,2,5,1,4,1,1,4,1,3,3,3,1,2,3,6,2
"consent_received.health.health_access_barriers.health_facility_too_far",0,0,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,2,2,0,1,0,2,0,0,1,0,1,2,1,1,2,0,2,1,1,0,1,1,0,0,2,1,0,1,0,0,2,0,1,2,0,1,0,0,1,0,1,2,1,0,1,1,2,1
"consent_received.health.health_access_barriers.infrequent_services",0,0,1,1,2,1,1,1,1,1,1,1,0,1,1,2,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,2,0,1,1,1,0,2,2,0,0,1,1,0,1,0,0,1,0,1,1,0,2,0,0,1,0,1,1,1,0,1,2,1,1
"consent_received.health.health_access_barriers.treatment_unavailable",0,0,1,1,1,1,2,1,1,2,1,1,0,1,1,2,1,1,1,0,1,0,2,0,0,1,0,2,2,2,1,1,0,1,1,1,0,1,2,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,2,1
"consent_received.health.health_access_barriers.overcrowded_services",0,0,1,2,2,1,1,2,1,1,2,1,0,1,1,1,1,2,2,0,2,0,2,0,0,2,0,1,1,2,1,2,0,1,1,1,0,2,1,0,0,1,1,0,2,0,0,1,0,1,1,0,2,0,0,2,0,1,1,1,0,1,2,2,1
"consent_received.health.health_access_barriers.insufficient_poorquality_staff",0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,0,1,0,2,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1
"consent_received.health.health_access_barriers.not_adequate_material",0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,0,1,0,1,0,0,2,0,1,1,2,1,1,0,1,1,1,0,1,2,0,0,1,1,0,1,0,0,1,0,1,2,0,1,0,0,1,0,1,1,1,0,1,1,1,1
"consent_received.health.health_access_barriers.dont_know_to_go",0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,2,1,1,0,1,1,1,1
"consent_received.health.health_access_barriers.safety_concerns",0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1
"consent_received.health.health_access_barriers.too_expensive",0,0,1,1,2,1,2,1,1,2,2,1,0,1,2,2,1,1,2,0,2,0,2,0,0,1,0,1,2,1,1,2,0,2,1,1,0,1,2,0,0,2,1,0,2,0,0,2,0,1,2,0,1,0,0,2,0,2,1,2,0,1,1,2,1
"consent_received.health.health_access_barriers.dont_trust_doctors",0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,2,0,0,1,1,0,1,0,0,1,0,1,1,0,2,0,0,1,0,1,1,1,0,1,1,1,1
"consent_received.health.health_access_barriers.face_discrimination",0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,2,1,1,0,1,2,1,1
"consent_received.health.health_access_barriers.other",0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1
"consent_received.health.health_access_barriers_other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consent_received.health.new_health_facility",2,1,1,3,3,3,3,2,3,3,3,2,3,3,3,3,2,3,3,2,3,3,2,3,2,2,1,3,3,2,3,3,3,3,3,3,3,2,3,2,3,3,1,1,3,3,2,3,3,1,2,3,2,2,2,3,1,2,3,2,1,2,3,3,2
"consent_received.health.no_access_new_facility",2,2,1,4,3,5,3,5,3,2,3,2,2,3,5,7,4,3,4,2,4,3,5,3,2,4,1,2,6,4,6,3,6,4,3,3,3,1,3,5,4,3,2,1,2,2,1,3,2,2,4,3,5,2,1,4,1,3,2,4,1,2,6,4,2
"consent_received.health.no_access_new_facility.dont_know_about_services",1,2,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,0,1,2,2,2,1,1,2,1,2,1,0,2,1,1,2,2,0,1,1,0,2,1,2,2,1,2,1,0,2,0,1,1,2,1,1,2,2,1
"consent_received.health.no_access_new_facility.services_too_far",1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,2,0,1,2,2,2,1,2,1,2,1,2,0,1,2,2,1,2,0,1,1,0,1,1,1,1,2,2,1,0,2,0,2,1,2,1,1,2,1,1
"consent_received.health.no_access_new_facility.servicesare_not_for_hc",1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,0,1,2,2,1,2,2,2,1,2,2,0,2,2,2,2,1,0,1,1,0,1,1,1,2,2,1,1,0,1,0,2,1,1,1,1,1,2,1
"consent_received.health.no_access_new_facility.prefer_services_already_exist",1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,2,1,1,0,1,2,1,2,1,2,2,1,1,1,0,1,1,2,2,1,0,1,1,0,1,1,2,2,2,1,1,0,1,0,1,1,2,1,1,2,2,1
"consent_received.health.no_access_new_facility.other",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
"consent_received.health.no_access_new_facility_other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consent_received.health.comm_health_worker",1,2,1,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,1,3,2,2,2,3,2,2,3,2,2,3,2,2,2,2,2,1,4,3,2,3,3,1,1,2,2,2,2,2,1,3,2,2,1,2,3,3,2
"consent_received.health.lactating_women",1,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,0,2,2,1,2,2,1,3,1,2,1,1,2,0,1,2,1,1,1,2,2,1
"consent_received.health.pregnant_women",2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1
"consent_received.health.clinic_visit_pregnancy",1,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"consent_received.health.hh_marriage_person",1,1,1,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,3,1,2,3,2,2
"consent_received.health.women_breastfeed_problem",1,1,2,3,1,4,1,4,3,2,7,1,2,1,3,7,1,1,1,1,4,1,1,1,2,1,8,2,5,3,1,1,2,3,1,1,4,2,1,4,1,3,2,1,3,1,1,5,3,2,3,1,1,1,1,6,1,1,1,2,1,1,5,1,2
"consent_received.health.women_breastfeed_problem.doctors",1,1,1,2,0,2,0,1,1,1,2,0,1,0,2,2,0,0,0,0,1,0,0,0,1,1,1,1,2,2,0,0,1,2,0,0,2,1,0,2,0,1,2,0,1,0,0,2,2,2,1,0,0,0,0,2,0,0,0,1,0,0,2,0,1
"consent_received.health.women_breastfeed_problem.midwife_nurse",1,1,1,1,0,1,0,2,2,1,2,0,1,0,1,2,0,0,0,0,1,0,0,0,1,1,2,1,1,1,0,0,1,2,0,0,2,1,0,2,0,1,2,0,1,0,0,1,1,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"consent_received.health.women_breastfeed_problem.older_relatives",1,1,1,1,0,1,0,2,1,1,2,0,1,0,1,2,0,0,0,0,2,0,0,0,1,1,2,1,1,1,0,0,1,1,0,0,1,1,0,2,0,2,1,0,1,0,0,2,1,1,1,0,0,0,0,2,0,0,0,1,0,0,2,0,1
"consent_received.health.women_breastfeed_problem.traditional_healer",1,1,1,1,0,2,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,2,1,1,1,0,0,1,1,0,0,1,1,0,1,0,2,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"consent_received.health.women_breastfeed_problem.other_mothers",1,1,1,1,0,1,0,2,1,1,1,0,1,0,1,2,0,0,0,0,1,0,0,0,1,1,2,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,2,1,0,0,0,0,2,0,0,0,1,0,0,2,0,1
"consent_received.health.women_breastfeed_problem.friends",1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,2,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,2,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"consent_received.health.women_breastfeed_problem.others",1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"consent_received.health.women_breastfeed_problem.wouldnt_seek_help",1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"consent_received.health.women_breastfeed_problem.not_applicable",1,1,1,2,0,1,0,1,1,1,2,0,1,0,2,2,0,0,0,0,1,0,0,0,1,1,1,1,2,2,0,0,1,1,0,0,2,1,0,1,0,1,1,0,1,0,0,2,2,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"consent_received.health.women_breastfeed_problem.dont_know",1,1,1,1,0,2,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"consent_received.health.women_breastfeed_problem_other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consent_received.education.boy_prim_edu_barrier",1,1,2,2,2,2,2,3,3,2,3,3,2,2,3,2,3,3,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,1,2,3,2,2,2,3,1,1,2,1,1,3,3,1,1,2,3,1
"consent_received.education.boy_edu_barrier",1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,1,2,4,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1
"consent_received.education.boy_edu_barrier.facillities_too_far",0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier.safety_concerns_way_facilities",0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier.services_too_expensive",0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
